measurement_type,timestamp_utc,config_hash,scheme,curve,circuit,n_rules,run,is_warmup,constraints,witness_size_bytes,public_inputs,proof_size_bytes,prove_time_ms,verify_time_ms,process_startup_ms,process_cpu_time_ms,normalized_peak_cpu_percent,peak_working_set_bytes,peak_private_bytes,resource_sample_count,throughput_proofs_s,verified,failure_status
locally_measured,2026-07-19T10:55:50.701Z,048d2f8811e5c5e9eca57526f68f0ab67be1b8cd5db0c79a5fe66b2fd7bbc2ee,groth16,bn128,compliance_6,6,29,0,5513,176972,11,884,191.3366,11.8018,0,1641,100,787107840,808763392,31,4.922752172902809,1,
locally_measured,2026-07-19T10:55:59.385Z,048d2f8811e5c5e9eca57526f68f0ab67be1b8cd5db0c79a5fe66b2fd7bbc2ee,groth16,bn128,compliance_8,8,0,1,6547,210124,11,890,239.469,10.3128,0,2000,100,787107840,2956677120,36,4.003494249781209,1,
locally_measured,2026-07-19T10:56:00.034Z,048d2f8811e5c5e9eca57526f68f0ab67be1b8cd5db0c79a5fe66b2fd7bbc2ee,groth16,bn128,compliance_8,8,1,1,6547,210124,11,890,217.8582,10.6924,0,1718,100,787107840,834650112,31,4.375398708207285,1,
locally_measured,2026-07-19T10:56:00.689Z,048d2f8811e5c5e9eca57526f68f0ab67be1b8cd5db0c79a5fe66b2fd7bbc2ee,groth16,bn128,compliance_8,8,0,0,6547,210124,11,889,219.0924,9.228,0,1907,100,787107840,830775296,34,4.379810126471397,1,
locally_measured,2026-07-19T10:56:01.349Z,048d2f8811e5c5e9eca57526f68f0ab67be1b8cd5db0c79a5fe66b2fd7bbc2ee,groth16,bn128,compliance_8,8,1,0,6547,210124,11,888,232.9004,12.0716,0,1484,100,787107840,830775296,34,4.082099178681646,1,
locally_measured,2026-07-19T10:56:01.981Z,048d2f8811e5c5e9eca57526f68f0ab67be1b8cd5db0c79a5fe66b2fd7bbc2ee,groth16,bn128,compliance_8,8,2,0,6547,210124,11,892,211.1503,11.6705,0,1797,100,787107840,829468672,30,4.487911361955437,1,
locally_measured,2026-07-19T10:56:02.641Z,048d2f8811e5c5e9eca57526f68f0ab67be1b8cd5db0c79a5fe66b2fd7bbc2ee,groth16,bn128,compliance_8,8,3,0,6547,210124,11,891,215.5183,14.896,0,1547,100,787107840,829530112,34,4.3400084109363,1,
locally_measured,2026-07-19T10:56:03.327Z,048d2f8811e5c5e9eca57526f68f0ab67be1b8cd5db0c79a5fe66b2fd7bbc2ee,groth16,bn128,compliance_8,8,4,0,6547,210124,11,890,223.7036,12.948,0,1797,100,787107840,825122816,35,4.225621124049024,1,
locally_measured,2026-07-19T10:56:04.029Z,048d2f8811e5c5e9eca57526f68f0ab67be1b8cd5db0c79a5fe66b2fd7bbc2ee,groth16,bn128,compliance_8,8,5,0,6547,210124,11,890,216.8888,9.5495,0,1609,100,787107840,860123136,33,4.4162140415291935,1,
locally_measured,2026-07-19T10:56:04.688Z,048d2f8811e5c5e9eca57526f68f0ab67be1b8cd5db0c79a5fe66b2fd7bbc2ee,groth16,bn128,compliance_8,8,6,0,6547,210124,11,892,212.4795,14.458,0,1547,100,787107840,860123136,34,4.406499586890663,1,
locally_measured,2026-07-19T10:56:05.359Z,048d2f8811e5c5e9eca57526f68f0ab67be1b8cd5db0c79a5fe66b2fd7bbc2ee,groth16,bn128,compliance_8,8,7,0,6547,210124,11,890,235.3428,15.1155,0,1922,100,787107840,835596288,35,3.9926806178912817,1,
locally_measured,2026-07-19T10:56:06.044Z,048d2f8811e5c5e9eca57526f68f0ab67be1b8cd5db0c79a5fe66b2fd7bbc2ee,groth16,bn128,compliance_8,8,8,0,6547,210124,11,891,235.4617,13.5487,0,1953,100,787107840,835596288,33,4.015896524803783,1,
locally_measured,2026-07-19T10:56:06.692Z,048d2f8811e5c5e9eca57526f68f0ab67be1b8cd5db0c79a5fe66b2fd7bbc2ee,groth16,bn128,compliance_8,8,9,0,6547,210124,11,891,223.5823,16.0411,0,1953,100,787107840,832352256,33,4.173215136752087,1,
locally_measured,2026-07-19T10:56:07.348Z,048d2f8811e5c5e9eca57526f68f0ab67be1b8cd5db0c79a5fe66b2fd7bbc2ee,groth16,bn128,compliance_8,8,10,0,6547,210124,11,889,225.5011,16.8847,0,1594,100,787107840,831930368,33,4.1256542256188276,1,
locally_measured,2026-07-19T10:56:08.005Z,048d2f8811e5c5e9eca57526f68f0ab67be1b8cd5db0c79a5fe66b2fd7bbc2ee,groth16,bn128,compliance_8,8,11,0,6547,210124,11,890,226.1739,13.7971,0,1891,100,787107840,851902464,36,4.1671701997324675,1,
locally_measured,2026-07-19T10:56:08.668Z,048d2f8811e5c5e9eca57526f68f0ab67be1b8cd5db0c79a5fe66b2fd7bbc2ee,groth16,bn128,compliance_8,8,12,0,6547,210124,11,890,228.2638,13.5918,0,1937,100,787107840,851902464,33,4.1346985556671,1,
locally_measured,2026-07-19T10:56:09.333Z,048d2f8811e5c5e9eca57526f68f0ab67be1b8cd5db0c79a5fe66b2fd7bbc2ee,groth16,bn128,compliance_8,8,13,0,6547,210124,11,890,228.7314,10.8096,0,1875,100,787107840,851873792,31,4.17465068610384,1,
locally_measured,2026-07-19T10:56:10.001Z,048d2f8811e5c5e9eca57526f68f0ab67be1b8cd5db0c79a5fe66b2fd7bbc2ee,groth16,bn128,compliance_8,8,14,0,6547,210124,11,891,225.0743,12.7099,0,1875,100,787107840,851873792,32,4.20549388899683,1,
locally_measured,2026-07-19T10:56:10.658Z,048d2f8811e5c5e9eca57526f68f0ab67be1b8cd5db0c79a5fe66b2fd7bbc2ee,groth16,bn128,compliance_8,8,15,0,6547,210124,11,892,229.3825,13.257,0,2109,100,787107840,841674752,34,4.121340507213376,1,
locally_measured,2026-07-19T10:56:11.304Z,048d2f8811e5c5e9eca57526f68f0ab67be1b8cd5db0c79a5fe66b2fd7bbc2ee,groth16,bn128,compliance_8,8,16,0,6547,210124,11,887,226.9169,12.7068,0,1906,100,787107840,801464320,33,4.173209912041255,1,
locally_measured,2026-07-19T10:56:11.949Z,048d2f8811e5c5e9eca57526f68f0ab67be1b8cd5db0c79a5fe66b2fd7bbc2ee,groth16,bn128,compliance_8,8,17,0,6547,210124,11,890,223.17,12.5822,0,1922,100,787107840,838385664,30,4.24174196465611,1,
locally_measured,2026-07-19T10:56:12.616Z,048d2f8811e5c5e9eca57526f68f0ab67be1b8cd5db0c79a5fe66b2fd7bbc2ee,groth16,bn128,compliance_8,8,18,0,6547,210124,11,888,235.9772,15.2306,0,2297,100,787107840,838385664,33,3.9807681130920294,1,
locally_measured,2026-07-19T10:56:13.276Z,048d2f8811e5c5e9eca57526f68f0ab67be1b8cd5db0c79a5fe66b2fd7bbc2ee,groth16,bn128,compliance_8,8,19,0,6547,210124,11,887,221.6148,15.8329,0,1875,100,787107840,858128384,33,4.211453722230201,1,
locally_measured,2026-07-19T10:56:13.952Z,048d2f8811e5c5e9eca57526f68f0ab67be1b8cd5db0c79a5fe66b2fd7bbc2ee,groth16,bn128,compliance_8,8,20,0,6547,210124,11,892,238.7234,11.5581,0,1969,100,787107840,858128384,33,3.9955010657999095,1,
locally_measured,2026-07-19T10:56:14.743Z,048d2f8811e5c5e9eca57526f68f0ab67be1b8cd5db0c79a5fe66b2fd7bbc2ee,groth16,bn128,compliance_8,8,21,0,6547,210124,11,891,268.5798,16.957,0,1781,100,787107840,854224896,39,3.5021755514525625,1,
locally_measured,2026-07-19T10:56:15.433Z,048d2f8811e5c5e9eca57526f68f0ab67be1b8cd5db0c79a5fe66b2fd7bbc2ee,groth16,bn128,compliance_8,8,22,0,6547,210124,11,890,212.7424,12.7379,0,1578,100,787107840,854224896,32,4.434977246349238,1,
locally_measured,2026-07-19T10:56:16.139Z,048d2f8811e5c5e9eca57526f68f0ab67be1b8cd5db0c79a5fe66b2fd7bbc2ee,groth16,bn128,compliance_8,8,23,0,6547,210124,11,887,252.0614,12.167,0,2017,100,787107840,832630784,34,3.7846045315340824,1,
locally_measured,2026-07-19T10:56:16.780Z,048d2f8811e5c5e9eca57526f68f0ab67be1b8cd5db0c79a5fe66b2fd7bbc2ee,groth16,bn128,compliance_8,8,24,0,6547,210124,11,887,208.31,14.7612,0,1562,100,787107840,871178240,31,4.482873629585531,1,
locally_measured,2026-07-19T10:56:17.414Z,048d2f8811e5c5e9eca57526f68f0ab67be1b8cd5db0c79a5fe66b2fd7bbc2ee,groth16,bn128,compliance_8,8,25,0,6547,210124,11,889,205.141,11.4664,0,1985,100,787107840,871178240,30,4.616647446024467,1,
locally_measured,2026-07-19T10:56:18.059Z,048d2f8811e5c5e9eca57526f68f0ab67be1b8cd5db0c79a5fe66b2fd7bbc2ee,groth16,bn128,compliance_8,8,26,0,6547,210124,11,889,208.7269,11.8358,0,2063,100,787107840,831946752,32,4.533858172755411,1,
locally_measured,2026-07-19T10:56:18.691Z,048d2f8811e5c5e9eca57526f68f0ab67be1b8cd5db0c79a5fe66b2fd7bbc2ee,groth16,bn128,compliance_8,8,27,0,6547,210124,11,890,205.0052,13.2837,0,2219,100,787107840,830935040,31,4.58108497500331,1,
locally_measured,2026-07-19T10:56:19.360Z,048d2f8811e5c5e9eca57526f68f0ab67be1b8cd5db0c79a5fe66b2fd7bbc2ee,groth16,bn128,compliance_8,8,28,0,6547,210124,11,893,223.6197,13.2281,0,1764,100,787107840,840847360,35,4.222120703675525,1,
locally_measured,2026-07-19T10:56:20.023Z,048d2f8811e5c5e9eca57526f68f0ab67be1b8cd5db0c79a5fe66b2fd7bbc2ee,groth16,bn128,compliance_8,8,29,0,6547,210124,11,889,214.6673,13.5382,0,1923,100,787107840,840847360,34,4.382015332671649,1,
locally_measured,2026-07-19T10:56:29.298Z,048d2f8811e5c5e9eca57526f68f0ab67be1b8cd5db0c79a5fe66b2fd7bbc2ee,groth16,bn128,compliance_10,10,0,1,7581,243276,11,890,258.3488,10.0616,0,2656,100,787107840,2982404096,34,3.725638052772918,1,
locally_measured,2026-07-19T10:56:30.178Z,048d2f8811e5c5e9eca57526f68f0ab67be1b8cd5db0c79a5fe66b2fd7bbc2ee,groth16,bn128,compliance_10,10,1,1,7581,243276,11,889,349.8866,13.499,0,2438,100,787107840,849305600,42,2.7518977086598917,1,
locally_measured,2026-07-19T10:56:30.973Z,048d2f8811e5c5e9eca57526f68f0ab67be1b8cd5db0c79a5fe66b2fd7bbc2ee,groth16,bn128,compliance_10,10,0,0,7581,243276,11,888,303.1848,12.1597,0,2155,100,787107840,849305600,38,3.171135060227783,1,
locally_measured,2026-07-19T10:56:31.830Z,048d2f8811e5c5e9eca57526f68f0ab67be1b8cd5db0c79a5fe66b2fd7bbc2ee,groth16,bn128,compliance_10,10,1,0,7581,243276,11,890,351.5896,18.197,0,2719,100,787107840,806428672,46,2.7042624043164354,1,
locally_measured,2026-07-19T10:56:33.011Z,048d2f8811e5c5e9eca57526f68f0ab67be1b8cd5db0c79a5fe66b2fd7bbc2ee,groth16,bn128,compliance_10,10,2,0,7581,243276,11,892,410.8682,24.9575,0,2359,100,787107840,824741888,49,2.294495253492394,1,
locally_measured,2026-07-19T10:56:34.223Z,048d2f8811e5c5e9eca57526f68f0ab67be1b8cd5db0c79a5fe66b2fd7bbc2ee,groth16,bn128,compliance_10,10,3,0,7581,243276,11,891,466.9656,26.0663,0,2468,100,787107840,840282112,51,2.0282663251607045,1,
locally_measured,2026-07-19T10:56:35.191Z,048d2f8811e5c5e9eca57526f68f0ab67be1b8cd5db0c79a5fe66b2fd7bbc2ee,groth16,bn128,compliance_10,10,4,0,7581,243276,11,888,346.569,18.8913,0,2407,100,787107840,840282112,44,2.7362753218338627,1,
locally_measured,2026-07-19T10:56:36.111Z,048d2f8811e5c5e9eca57526f68f0ab67be1b8cd5db0c79a5fe66b2fd7bbc2ee,groth16,bn128,compliance_10,10,5,0,7581,243276,11,892,333.6806,21.849,0,2312,100,787107840,843837440,45,2.8127053274889064,1,
locally_measured,2026-07-19T10:56:36.903Z,048d2f8811e5c5e9eca57526f68f0ab67be1b8cd5db0c79a5fe66b2fd7bbc2ee,groth16,bn128,compliance_10,10,6,0,7581,243276,11,889,283.8424,13.5327,0,2266,100,787107840,848359424,42,3.362756330304723,1,
locally_measured,2026-07-19T10:56:37.733Z,048d2f8811e5c5e9eca57526f68f0ab67be1b8cd5db0c79a5fe66b2fd7bbc2ee,groth16,bn128,compliance_10,10,7,0,7581,243276,11,892,293.5712,11.4012,0,2280,100,787107840,848359424,42,3.278985245877988,1,
locally_measured,2026-07-19T10:56:38.740Z,048d2f8811e5c5e9eca57526f68f0ab67be1b8cd5db0c79a5fe66b2fd7bbc2ee,groth16,bn128,compliance_10,10,8,0,7581,243276,11,886,335.909,18.1411,0,2219,100,787107840,842756096,46,2.824459024301928,1,
locally_measured,2026-07-19T10:56:39.485Z,048d2f8811e5c5e9eca57526f68f0ab67be1b8cd5db0c79a5fe66b2fd7bbc2ee,groth16,bn128,compliance_10,10,9,0,7581,243276,11,890,269.2962,11.3264,0,2016,100,787107840,852291584,38,3.563504863827789,1,
locally_measured,2026-07-19T10:56:40.266Z,048d2f8811e5c5e9eca57526f68f0ab67be1b8cd5db0c79a5fe66b2fd7bbc2ee,groth16,bn128,compliance_10,10,10,0,7581,243276,11,891,318.3418,11.416,0,2515,100,787107840,852291584,41,3.032528722595796,1,
locally_measured,2026-07-19T10:56:41.024Z,048d2f8811e5c5e9eca57526f68f0ab67be1b8cd5db0c79a5fe66b2fd7bbc2ee,groth16,bn128,compliance_10,10,11,0,7581,243276,11,892,277.2183,16.668,0,2438,100,787107840,801042432,37,3.4026764772634857,1,
locally_measured,2026-07-19T10:56:41.791Z,048d2f8811e5c5e9eca57526f68f0ab67be1b8cd5db0c79a5fe66b2fd7bbc2ee,groth16,bn128,compliance_10,10,12,0,7581,243276,11,888,288.4978,14.6547,0,2235,100,787107840,859271168,39,3.298669811398554,1,
locally_measured,2026-07-19T10:56:42.520Z,048d2f8811e5c5e9eca57526f68f0ab67be1b8cd5db0c79a5fe66b2fd7bbc2ee,groth16,bn128,compliance_10,10,13,0,7581,243276,11,889,262.3685,15.04,0,2281,100,787107840,859271168,38,3.604792210764991,1,
locally_measured,2026-07-19T10:56:43.253Z,048d2f8811e5c5e9eca57526f68f0ab67be1b8cd5db0c79a5fe66b2fd7bbc2ee,groth16,bn128,compliance_10,10,14,0,7581,243276,11,891,266.4085,14.4734,0,2156,100,787107840,856809472,40,3.5602151651637213,1,
locally_measured,2026-07-19T10:56:44.014Z,048d2f8811e5c5e9eca57526f68f0ab67be1b8cd5db0c79a5fe66b2fd7bbc2ee,groth16,bn128,compliance_10,10,15,0,7581,243276,11,891,281.7295,11.8303,0,1813,100,787107840,827760640,41,3.4064609663857244,1,
locally_measured,2026-07-19T10:56:44.797Z,048d2f8811e5c5e9eca57526f68f0ab67be1b8cd5db0c79a5fe66b2fd7bbc2ee,groth16,bn128,compliance_10,10,16,0,7581,243276,11,890,279.0144,19.1915,0,2343,100,787107840,821719040,38,3.3533877096328406,1,
locally_measured,2026-07-19T10:56:45.611Z,048d2f8811e5c5e9eca57526f68f0ab67be1b8cd5db0c79a5fe66b2fd7bbc2ee,groth16,bn128,compliance_10,10,17,0,7581,243276,11,891,295.2473,15.6965,0,2250,100,787107840,821719040,39,3.2160152413394316,1,
locally_measured,2026-07-19T10:56:46.364Z,048d2f8811e5c5e9eca57526f68f0ab67be1b8cd5db0c79a5fe66b2fd7bbc2ee,groth16,bn128,compliance_10,10,18,0,7581,243276,11,890,287.7549,13.5885,0,2110,100,787107840,826789888,41,3.31847321029762,1,
locally_measured,2026-07-19T10:56:47.131Z,048d2f8811e5c5e9eca57526f68f0ab67be1b8cd5db0c79a5fe66b2fd7bbc2ee,groth16,bn128,compliance_10,10,19,0,7581,243276,11,891,279.0863,16.6382,0,2015,100,787107840,826789888,37,3.3815257105853593,1,
locally_measured,2026-07-19T10:56:47.938Z,048d2f8811e5c5e9eca57526f68f0ab67be1b8cd5db0c79a5fe66b2fd7bbc2ee,groth16,bn128,compliance_10,10,20,0,7581,243276,11,893,276.8843,17.7876,0,2344,100,787107840,879218688,38,3.3936048873340146,1,
locally_measured,2026-07-19T10:56:48.734Z,048d2f8811e5c5e9eca57526f68f0ab67be1b8cd5db0c79a5fe66b2fd7bbc2ee,groth16,bn128,compliance_10,10,21,0,7581,243276,11,890,273.7929,15.6762,0,2046,100,787107840,879218688,39,3.454600162849852,1,
locally_measured,2026-07-19T10:56:49.547Z,048d2f8811e5c5e9eca57526f68f0ab67be1b8cd5db0c79a5fe66b2fd7bbc2ee,groth16,bn128,compliance_10,10,22,0,7581,243276,11,892,277.8297,15.0353,0,2251,100,787107840,851566592,38,3.4145425366636504,1,
locally_measured,2026-07-19T10:56:50.298Z,048d2f8811e5c5e9eca57526f68f0ab67be1b8cd5db0c79a5fe66b2fd7bbc2ee,groth16,bn128,compliance_10,10,23,0,7581,243276,11,888,262.9453,17.6809,0,2126,100,787107840,851566592,37,3.5634591495733474,1,
locally_measured,2026-07-19T10:56:51.067Z,048d2f8811e5c5e9eca57526f68f0ab67be1b8cd5db0c79a5fe66b2fd7bbc2ee,groth16,bn128,compliance_10,10,24,0,7581,243276,11,888,272.4705,14.7093,0,2546,100,787107840,847941632,38,3.4821390640985195,1,
locally_measured,2026-07-19T10:56:51.815Z,048d2f8811e5c5e9eca57526f68f0ab67be1b8cd5db0c79a5fe66b2fd7bbc2ee,groth16,bn128,compliance_10,10,25,0,7581,243276,11,891,269.3395,16.7383,0,2032,100,787107840,848191488,38,3.4955526084163124,1,
locally_measured,2026-07-19T10:56:52.580Z,048d2f8811e5c5e9eca57526f68f0ab67be1b8cd5db0c79a5fe66b2fd7bbc2ee,groth16,bn128,compliance_10,10,26,0,7581,243276,11,889,275.4764,16.1127,0,2359,100,787107840,848191488,41,3.4294834752053487,1,
locally_measured,2026-07-19T10:56:53.326Z,048d2f8811e5c5e9eca57526f68f0ab67be1b8cd5db0c79a5fe66b2fd7bbc2ee,groth16,bn128,compliance_10,10,27,0,7581,243276,11,889,269.9391,16.6503,0,2172,100,787107840,839495680,36,3.489312584484981,1,
locally_measured,2026-07-19T10:56:54.076Z,048d2f8811e5c5e9eca57526f68f0ab67be1b8cd5db0c79a5fe66b2fd7bbc2ee,groth16,bn128,compliance_10,10,28,0,7581,243276,11,886,269.298,17.4567,0,2125,100,787107840,836345856,38,3.4873011671648273,1,
locally_measured,2026-07-19T10:56:54.910Z,048d2f8811e5c5e9eca57526f68f0ab67be1b8cd5db0c79a5fe66b2fd7bbc2ee,groth16,bn128,compliance_10,10,29,0,7581,243276,11,891,291.5091,17.3017,0,2328,100,787107840,836345856,39,3.238228714798835,1,
